budget,genres,id,original_title,popularity,production_companies,release_date,revenue,runtime,title,vote_average,vote_count
50000000.0,"['Horror', 'Science Fiction', 'Thriller']",443791.0,Underwater,16.698,"['Chernin Entertainment', '20th Century Fox', 'TSG Entertainment']",2020,33617430.0,95.0,Underwater,6.0,223.0
0.0,"['Drama', 'Adventure', 'Thriller']",400090.0,The Nightingale,9.743,"['Bron Studios', 'Causeway Films', 'Made Up Stories', 'FilmNation Entertainment', 'Adelaide Film Festival', 'Screen Australia', 'Screen Tasmania', 'South Australian Film Corporation', 'Creative Wealth Media Finance']",2019,800448.0,136.0,The Nightingale,7.4,131.0
0.0,['Comedy'],440762.0,Jay and Silent Bob Reboot,26.096,"['SModcast Pictures', 'View Askew Productions', 'Miramax']",2019,1011305.0,95.0,Jay and Silent Bob Reboot,6.1,99.0
6000000.0,['Comedy'],505600.0,Booksmart,15.053,"['Annapurna Pictures', 'Gloria Sanchez Productions']",2019,24849029.0,102.0,Booksmart,7.2,937.0
260000000.0,"['Adventure', 'Family']",420818.0,The Lion King,47.264,"['Walt Disney Pictures', 'Fairview Entertainment']",2019,1656943394.0,118.0,The Lion King,7.1,4581.0
0.0,"['Thriller', 'Drama', 'Mystery']",524247.0,The Intruder,9.938,"['Hidden Empire Film Group', 'Screen Gems']",2019,25724305.0,102.0,The Intruder,6.2,180.0
185000000.0,"['Action', 'Science Fiction']",290859.0,Terminator: Dark Fate,86.08,"['Lightstorm Entertainment', 'Skydance Media', '20th Century Fox', 'Paramount', 'Tencent Pictures', 'TSG Entertainment']",2019,233685077.0,128.0,Terminator: Dark Fate,6.3,1579.0
0.0,['Drama'],500860.0,The Mustang,8.041,"['Umedia', 'Légende Films', 'France 3 Cinéma']",2019,1144575.0,96.0,The Mustang,7.1,132.0
0.0,['Thriller'],500899.0,The Wedding Guest,6.617000000000001,"['India Take One Productions', 'Revolution Films', 'Riverstone Pictures', 'Ingenious Media', 'Lipsync Post', 'Stage 6 Films']",2019,386166.0,94.0,The Wedding Guest,5.8,34.0
0.0,"['Comedy', 'Horror', 'Fantasy']",535581.0,The Dead Don't Die,13.369000000000002,"['Animal Kingdom', 'Focus Features', 'Film i Väst']",2019,12104595.0,104.0,The Dead Don't Die,5.5,974.0
100000000.0,"['Comedy', 'Animation', 'Adventure', 'Family', 'Fantasy']",400157.0,Wonder Park,13.876,"['Nickelodeon Movies', 'Paramount Animation', 'Ilion Animation Studios']",2019,119559110.0,86.0,Wonder Park,6.2,267.0
33000000.0,"['Animation', 'Family', 'Adventure']",330457.0,Frozen II,127.227,"['Walt Disney Animation Studios', 'Walt Disney Pictures']",2019,1330764959.0,104.0,Frozen II,7.1,2614.0
6000000.0,"['Horror', 'Thriller']",532671.0,The Prodigy,13.651,"['Vinson Films', 'XYZ Films', 'Orion Pictures', 'Metro-Goldwyn-Mayer']",2019,14856291.0,92.0,The Prodigy,6.1,487.0
55000000.0,"['Crime', 'Thriller', 'Drama']",475557.0,Joker,98.211,"['DC Entertainment', 'Warner Bros. Pictures', 'DC Comics', 'Joint Effort', 'Village Roadshow Pictures', 'Bron Studios', 'Creative Wealth Media Finance', 'DC Films']",2019,1073698955.0,122.0,Joker,8.2,9545.0
42000000.0,"['Horror', 'Action', 'Comedy']",338967.0,Zombieland: Double Tap,53.885,"['Pariah', 'Columbia Pictures', 'Sony Pictures']",2019,122801777.0,99.0,Zombieland: Double Tap,6.9,1548.0
50000000.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",456740.0,Hellboy,19.32,"['Campbell Grobman Films', 'Dark Horse Entertainment', 'Millennium Films', 'Summit Entertainment', 'Boyana Film Studios', 'Encore Films', 'Lawrence Gordon Productions']",2019,44664690.0,121.0,Hellboy,5.2,1593.0
95000000.0,"['Drama', 'Comedy', 'Thriller']",466272.0,Once Upon a Time… in Hollywood,55.335,"['Heyday Films', 'Columbia Pictures', 'Bona Film Group']",2019,374251247.0,162.0,Once Upon a Time… in Hollywood,7.5,4851.0
0.0,"['Comedy', 'Crime', 'Drama']",565383.0,The Death of Dick Long,6.63,['A24'],2019,36586.0,100.0,The Death of Dick Long,6.4,23.0
40000000.0,"['Action', 'Thriller']",423204.0,Angel Has Fallen,39.637,"['Campbell Grobman Films', 'Eclectic Pictures', 'G-BASE', 'Millennium Films']",2019,133365452.0,122.0,Angel Has Fallen,6.0,1217.0
50000000.0,"['Action', 'Thriller', 'Drama']",522938.0,Rambo: Last Blood,37.36,"['Millennium Films', 'Balboa Productions', 'Templeton Media', 'Campbell Grobman Films', 'Dadi Film Group']",2019,91490353.0,89.0,Rambo: Last Blood,5.9,1284.0
0.0,['Drama'],522039.0,The Last Black Man in San Francisco,6.692,"['Longshot', 'Plan B Entertainment', 'A24']",2019,2975184.0,120.0,The Last Black Man in San Francisco,7.4,78.0
45000000.0,['Horror'],501170.0,Doctor Sleep,44.895,"['Warner Bros. Pictures', 'Vertigo Entertainment', 'Intrepid Pictures']",2019,72281712.0,152.0,Doctor Sleep,7.1,1148.0
40000000.0,['Drama'],504608.0,Rocketman,24.736,"['Rocket Pictures', 'Marv Films', 'Paramount', 'New Republic Pictures']",2019,167323950.0,121.0,Rocketman,7.4,1844.0
10000000.0,"['Drama', 'Mystery', 'Crime']",511322.0,The Good Liar,24.887,"['New Line Cinema', 'Bron Studios', 'Creative Wealth Media Finance']",2019,33256058.0,109.0,The Good Liar,6.6,202.0
20000000.0,"['Drama', 'Romance', 'Crime']",536743.0,Queen & Slim,29.352,"['Hillman Grad Productions', 'De La Revolución Films', '3BlackDot']",2019,46597100.0,131.0,Queen & Slim,7.3,117.0
7000000.0,"['Horror', 'Thriller', 'Science Fiction']",531309.0,Brightburn,20.452,"['Troll Court Entertainment', 'Screen Gems', 'Sony Pictures']",2019,32139941.0,91.0,Brightburn,5.8,1286.0
80000000.0,"['Action', 'Comedy', 'Fantasy']",287947.0,Shazam!,30.909,"['DC Entertainment', 'DC Comics', 'New Line Cinema', 'Warner Bros. Pictures', 'The Safran Company', 'Seven Bucks Productions', 'DC Films']",2019,363533271.0,132.0,Shazam!,7.0,4380.0
14000000.0,"['Drama', 'Romance']",537915.0,After,19.694000000000006,"['CalMaple Films', 'Wattpad', 'Offspring Entertainment']",2019,69497587.0,106.0,After,6.1,2503.0
45000000.0,['Drama'],292011.0,Richard Jewell,24.964,['Warner Bros. Pictures'],2019,33904605.0,132.0,Richard Jewell,7.5,372.0
26000000.0,"['Thriller', 'Drama', 'Mystery']",504562.0,Motherless Brooklyn,24.974,"['Class 5 Films', 'MWM Studios']",2019,18377736.0,145.0,Motherless Brooklyn,6.9,323.0
20000000.0,['Comedy'],521777.0,Good Boys,16.38,"['Good Universe', 'Point Grey Pictures']",2019,72457330.0,89.0,Good Boys,6.6,660.0
15000000.0,"['Crime', 'Action', 'Thriller']",438674.0,Dragged Across Concrete,12.083,"['Cinestate', 'Look to the Sky Films', 'Unified Pictures', 'Moot Point (Dragged) Productions', 'Assemble Media', 'Realmbuilders Productions', 'Victory Square Technologies', 'The Fyzz']",2019,366845.0,158.0,Dragged Across Concrete,6.6,273.0
30000000.0,"['Comedy', 'Romance', 'Drama']",549053.0,Last Christmas,28.427,"['Universal Pictures', 'Feigco Entertainment']",2019,121550750.0,102.0,Last Christmas,7.0,566.0
80000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",412117.0,The Secret Life of Pets 2,19.246,"['Universal Pictures', 'Illumination Entertainment']",2019,155152550.0,86.0,The Secret Life of Pets 2,6.6,1076.0
90000000.0,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Comedy']",324857.0,Spider-Man: Into the Spider-Verse,46.177,"['Columbia Pictures', 'Sony Pictures Animation', 'Marvel Entertainment', 'Arad Productions', 'Lord Miller', 'Pascal Pictures', 'Sony Pictures']",2018,375450417.0,117.0,Spider-Man: Into the Spider-Verse,8.4,6424.0
10000000.0,"['Mystery', 'Thriller', 'Horror']",439015.0,Slender Man,10.401,"['Madhouse Entertainment', 'Mythology Entertainment', 'Screen Gems']",2018,11817275.0,93.0,Slender Man,4.0,919.0
75000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",420814.0,Christopher Robin,11.362,"['Walt Disney Pictures', '2DUX²']",2018,99138899.0,104.0,Christopher Robin,7.4,1672.0
5000000.0,['History'],476968.0,"Paul, Apostle of Christ",10.896,"['Outside Da Box', 'Affirm Films', 'ODB Films']",2018,22525668.0,108.0,"Paul, Apostle of Christ",7.0,112.0
10000000.0,"['Mystery', 'Horror', 'Thriller']",406563.0,Insidious: The Last Key,14.534,"['Stage 6 Films', 'Blumhouse Productions', 'Sony Pictures', 'Universal Pictures']",2018,167184112.0,118.0,Insidious: The Last Key,6.1,1554.0
0.0,['Documentary'],490003.0,Won't You Be My Neighbor?,10.544,"['Tremolo Productions', 'Impact Partners', 'Focus Features']",2018,22835787.0,95.0,Won't You Be My Neighbor?,8.3,273.0
0.0,"['Drama', 'Music', 'Romance', 'Thriller']",519255.0,Bel Canto,6.149,"['A-Line Pictures', 'Depth of Field', 'Priority Pictures', 'Bloom', 'Screen Media Films']",2018,176746000.0,100.0,Bel Canto,5.1,51.0
30000000.0,"['Comedy', 'Drama', 'Romance']",455207.0,Crazy Rich Asians,14.685,"['Color Force', 'Ivanhoe Pictures', 'Warner Bros. Pictures']",2018,237994561.0,121.0,Crazy Rich Asians,7.1,1937.0
69000000.0,"['Mystery', 'Thriller']",401981.0,Red Sparrow,19.398,"['Soundtrack New York', 'Chernin Entertainment', 'Film Rites', '20th Century Fox']",2018,147988192.0,140.0,Red Sparrow,6.5,3925.0
60000000.0,"['Drama', 'History', 'Comedy']",429197.0,Vice,14.148,"['Plan B Entertainment', 'Gary Sanchez Productions', 'Annapurna Pictures']",2018,66266401.0,132.0,Vice,7.1,1854.0
7000000.0,"['Music', 'Drama']",470878.0,I Can Only Imagine,9.494,"['Kevin Downes Productions', 'Mission Pictures International', 'City on a Hill Productions', 'Imagine Rights', 'LD Entertainment']",2018,86026201.0,110.0,I Can Only Imagine,7.4,209.0
4900000.0,"['Drama', 'Fantasy', 'Romance']",465136.0,Every Day,10.132,"['FilmWave', 'Likely Story', 'Silver Reel']",2018,6102076.0,97.0,Every Day,7.0,1297.0
8000000.0,"['Crime', 'Mystery', 'Thriller', 'Drama']",220882.0,London Fields,8.043,"['Tartan Films', 'Muse Productions', 'Periscope Entertainment', 'Head Gear Films', 'Curiously Bright Entertainment', 'Living the Dream Films', 'MindSky Entertainment', 'Vedette Finance']",2018,252676.0,118.0,London Fields,5.0,105.0
1000000.0,['Horror'],505058.0,Unfriended: Dark Web,10.438,"['Universal Pictures', 'Bazelevs Production', 'Blumhouse Productions']",2018,9602624.0,93.0,Unfriended: Dark Web,6.1,599.0
8933400.0,"['Science Fiction', 'Drama', 'Mystery', 'Thriller']",376865.0,High Life,11.629,"['Wild Bunch', 'ARTE France Cinéma', 'Canal+', 'Pandora Film', 'Andrew Lauren Productions (ALP)', 'Alcatraz Films', 'The Apocalypse Films', 'Madants', 'Ciné+', 'ZDF', 'British Film Institute', 'BFI Film Fund']",2018,2133033.0,113.0,High Life,5.6,357.0
50000000.0,"['Crime', 'Drama', 'Thriller']",504172.0,The Mule,15.265999999999998,"['Imperative Entertainment', 'Bron Studios', 'Malpaso Productions', 'Warner Bros. Pictures', 'Creative Wealth Media Finance']",2018,171504407.0,117.0,The Mule,6.7,2492.0
0.0,['Drama'],425373.0,The Miracle Season,8.814,"['LD Entertainment', 'Apex Entertainment']",2018,10230620.0,100.0,The Miracle Season,7.2,146.0
19000000.0,"['Comedy', 'Drama']",454283.0,Action Point,9.03,"['Dickhouse Productions', 'Paramount']",2018,5059608.0,85.0,Action Point,5.2,188.0
30000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",395990.0,Death Wish,14.65,"['Metro-Goldwyn-Mayer', 'Cave 76 Productions']",2018,34017028.0,107.0,Death Wish,5.9,1432.0
30000000.0,"['Science Fiction', 'Action']",425505.0,Kin,10.446,"['21 Laps Entertainment', 'No Trace Camping', 'Lionsgate']",2018,10023153.0,102.0,Kin,6.1,416.0
19000000.0,['Comedy'],474335.0,Uncle Drew,7.859,['Lionsgate'],2018,17665000.0,103.0,Uncle Drew,6.5,265.0
35000000.0,"['Action', 'Crime', 'Thriller']",430040.0,The Hurricane Heist,11.415,"['Windfall Productions', 'Foresight Unlimited', 'Parkside Pictures', 'RSVP Entertainment', 'Signature Pictures', 'Tadross Media Group', 'Double Negative (DNEG)', 'Metrol Technology', 'Lipsync Productions', 'Dream Team Films', 'Head Gear Films']",2018,5400000.0,103.0,The Hurricane Heist,5.5,570.0
6000000.0,"['Action', 'Thriller', 'Horror', 'Fantasy', 'Mystery']",460885.0,Mandy,12.239,"['SpectreVision', 'XYZ Films', 'Umedia', 'Legion M', 'Piccadilly Pictures', 'Wallimage']",2018,1214525.0,122.0,Mandy,6.2,826.0
39000000.0,"['Drama', 'Comedy', 'Fantasy']",351044.0,Welcome to Marwen,13.972,"['DreamWorks Pictures', 'ImageMovers']",2018,12780692.0,116.0,Welcome to Marwen,6.5,574.0
34000000.0,"['Drama', 'Thriller', 'History']",432301.0,Chappaquiddick,6.985,"['Apex Entertainment', 'DMG Entertainment', 'Lionsgate']",2018,17904202.0,107.0,Chappaquiddick,6.0,141.0
2000000.0,"['Drama', 'Music', 'Comedy']",470333.0,Hearts Beat Loud,9.822,"['Burn Later Productions', 'Houston King Productions', 'Park Pictures Features']",2018,2115765.0,97.0,Hearts Beat Loud,7.4,117.0
30000000.0,"['Drama', 'History', 'Thriller']",453201.0,The 15:17 to Paris,9.642,"['Warner Bros. Pictures', 'Malpaso Productions', 'Village Roadshow Pictures']",2018,57076286.0,94.0,The 15:17 to Paris,5.3,964.0
10000000.0,"['Comedy', 'Romance', 'Drama']",502682.0,Book Club,6.808,['June Pictures'],2018,78720293.0,104.0,Book Club,6.1,414.0
0.0,"['Drama', 'Romance', 'Comedy']",499319.0,Duck Butter,6.934,['Duplass Brothers Productions'],2018,6877.0,94.0,Duck Butter,5.4,103.0
17000000.0,"['Horror', 'Drama', 'Science Fiction']",447332.0,A Quiet Place,41.61,"['Sunday Night', 'Platinum Dunes', 'Paramount']",2018,340677200.0,91.0,A Quiet Place,7.3,7316.0
0.0,"['Comedy', 'Crime', 'Drama']",429203.0,The Old Man & the Gun,12.901,"['Condé Nast Entertainment', 'Endgame Entertainment', 'Identity Films', 'Sailor Bear', 'Wildwood Enterprises', 'Fox Searchlight Pictures']",2018,11277120.0,93.0,The Old Man & the Gun,6.3,748.0
35000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",400535.0,Sicario: Day of the Soldado,18.852,"['Black Label Media', 'Thunder Road', 'Orange Corp']",2018,75836683.0,123.0,Sicario: Day of the Soldado,6.7,1656.0
150000000.0,"['Action', 'Science Fiction', 'Horror']",345940.0,The Meg,21.685,"['Apelles Entertainment', 'Gravity Pictures', 'Di Bonaventura Pictures', 'Flagship Entertainment Group']",2018,315960074.0,113.0,The Meg,5.9,3586.0
0.0,"['Comedy', 'Adventure', 'Drama']",407447.0,The Extraordinary Journey of the Fakir,7.794,['Brio Films'],2018,3267486.0,96.0,The Extraordinary Journey of the Fakir,7.0,158.0
0.0,"['Drama', 'Horror']",429417.0,Ghost Stories,10.470999999999998,"['Lionsgate', 'Warp Films', 'Altitude Film Entertainment', 'Catalyst Global Media']",2018,135095.0,98.0,Ghost Stories,6.5,682.0
12000000.0,"['Drama', 'Romance']",465914.0,If Beale Street Could Talk,8.472999999999999,"['Annapurna Pictures', 'Plan B Entertainment', 'PASTEL']",2018,20572691.0,120.0,If Beale Street Could Talk,7.1,600.0
42000000.0,"['Mystery', 'Adventure', 'Comedy', 'Crime']",426563.0,Holmes & Watson,13.7,"['Mosaic', 'Columbia Pictures', 'Gary Sanchez Productions', 'Mimran Schur Pictures', 'Mosaic Media Group']",2018,40462793.0,90.0,Holmes & Watson,4.4,375.0
8000000.0,"['Drama', 'Adventure']",407890.0,Lean on Pete,9.432,"['The Bureau', 'Film4 Productions', 'BFI Film Fund']",2018,2455027.0,121.0,Lean on Pete,6.9,160.0
100000000.0,"['Adventure', 'Action', 'Thriller']",375588.0,Robin Hood,19.345,"['Appian Way', 'Safehouse Pictures', 'Summit Entertainment', 'Thunder Road']",2018,73260114.0,116.0,Robin Hood,5.8,1688.0
125000000.0,['Action'],447200.0,Skyscraper,17.862000000000005,"['Flynn Picture Company', 'Legendary Entertainment', 'Seven Bucks Productions', 'The Third Floor']",2018,292351275.0,102.0,Skyscraper,6.1,2664.0
300000000.0,"['Adventure', 'Action', 'Science Fiction']",299536.0,Avengers: Infinity War,83.956,['Marvel Studios'],2018,2046239637.0,149.0,Avengers: Infinity War,8.3,16897.0
2000000.0,"['Comedy', 'Drama']",489925.0,Eighth Grade,9.963,"['Scott Rudin Productions', 'A24']",2018,13539709.0,94.0,Eighth Grade,7.5,708.0
32000000.0,['Comedy'],460668.0,I Feel Pretty,13.834,"['Wonderland Sound and Vision', 'Huayi Brothers Pictures', 'Voltage Pictures', 'Universal Pictures', 'STX Entertainment']",2018,51748264.0,111.0,I Feel Pretty,6.4,1334.0
7700000.0,"['Horror', 'Drama']",434555.0,The Possession of Hannah Grace,9.421,"['Screen Gems', 'Broken Road Productions']",2018,41036181.0,86.0,The Possession of Hannah Grace,5.2,589.0
40000000.0,"['Science Fiction', 'Horror']",300668.0,Annihilation,18.228,"['DNA Films', 'Paramount', 'Scott Rudin Productions', 'Skydance Media']",2018,43070915.0,115.0,Annihilation,6.3,5241.0
0.0,['Documentary'],493099.0,RBG,8.921,"['CNN Films', 'Storyville Films']",2018,2002767.0,97.0,RBG,7.7,154.0
40000000.0,"['Action', 'Comedy']",454992.0,The Spy Who Dumped Me,11.89,"['Imagine Entertainment', 'Lionsgate', 'Bron Studios']",2018,33562069.0,117.0,The Spy Who Dumped Me,6.4,1288.0
135000000.0,"['Action', 'Adventure', 'Science Fiction']",424783.0,Bumblebee,23.545,"['Hasbro', 'Paramount', 'Allspark Pictures', 'Bay Films', 'Di Bonaventura Pictures', 'Tencent Pictures', 'Tom DeSanto/Don Murphy Production']",2018,465895025.0,114.0,Bumblebee,6.5,3334.0
0.0,['Documentary'],508003.0,McQueen,6.9860000000000015,"['Salon Pictures', 'Misfits Entertainment', 'Creativity Capital', 'Moving Pictures Media']",2018,1243177.0,111.0,McQueen,8.1,61.0
0.0,"['Drama', 'Music', 'Romance']",391714.0,On Chesil Beach,8.017000000000001,"['Number 9 Films', 'BBC Films']",2018,3335913.0,110.0,On Chesil Beach,6.2,145.0
6000000.0,"['Thriller', 'Crime', 'Action']",497814.0,Breaking In,9.089,"['Will Packer Productions', 'Breaking In Pictures']",2018,49078000.0,88.0,Breaking In,5.8,369.0
1000000.0,"['Thriller', 'Mystery', 'Drama']",489999.0,Searching,12.3,"['Stage 6 Films', 'Bazelevs Production', 'Screen Gems']",2018,66265218.0,103.0,Searching,7.6,1985.0
10000000.0,"['Comedy', 'Drama']",371638.0,The Disaster Artist,12.925999999999998,"['New Line Cinema', 'Rabbit Bandini Productions', 'Point Grey Pictures', 'Good Universe', 'RatPac-Dune Entertainment', 'Ramona Films']",2017,29820616.0,104.0,The Disaster Artist,7.2,2244.0
250000000.0,"['Action', 'Crime', 'Thriller']",337339.0,The Fate of the Furious,24.701,"['Universal Pictures', 'Original Film', 'Fuji Eight Company Ltd.', 'China Film Co.', 'Dentsu', 'One Race']",2017,1238764765.0,136.0,The Fate of the Furious,6.9,6907.0
10000000.0,"['Comedy', 'Drama']",391713.0,Lady Bird,22.505,"['IAC Films', 'Scott Rudin Productions', 'Entertainment 360', 'Mission Films', 'A24']",2017,76858273.0,95.0,Lady Bird,7.3,4632.0
30000000.0,['Drama'],395993.0,Stronger,7.981,"['Lionsgate', 'Bold Films', 'Mandeville Films', 'Nine Stories Productions']",2017,8484418.0,119.0,Stronger,7.0,896.0
10500000.0,"['Drama', 'Western']",399019.0,The Beguiled,11.105,"['FR Productions', 'American Zoetrope']",2017,27397655.0,93.0,The Beguiled,5.7,1351.0
25000000.0,['Drama'],429189.0,Wonder Wheel,9.174,"['Gravier Productions', 'Amazon Studios']",2017,15366466.0,101.0,Wonder Wheel,6.4,835.0
60000000.0,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']",353491.0,The Dark Tower,19.233,"['Columbia Pictures Corporation', 'Sony Pictures', 'Media Rights Capital', 'Imagine Entertainment', 'Weed Road Pictures', 'The Department of Trade and Industry of South Africa']",2017,113231078.0,95.0,The Dark Tower,5.6,3275.0
85000000.0,"['Action', 'Adventure', 'Crime']",47971.0,xXx: Return of Xander Cage,20.385,"['Rox Productions', 'Revolution Studios', 'Maple Cage Productions', 'Huahua Media', 'RK films', 'Shanghai Film Group', 'One Race']",2017,346147658.0,107.0,xXx: Return of Xander Cage,5.6,2699.0
20000000.0,"['Drama', 'Fantasy']",345938.0,The Shack,11.35,"['Summit Entertainment', 'Netter Productions']",2017,92924405.0,132.0,The Shack,7.0,912.0
0.0,"['Comedy', 'Drama']",429107.0,Beatriz at Dinner,7.322,"['Killer Films', 'Bron Studios']",2017,7.0,83.0,Beatriz at Dinner,6.0,117.0
200000000.0,"['Fantasy', 'Adventure', 'Science Fiction', 'Action']",181808.0,Star Wars: The Last Jedi,38.061,['Lucasfilm'],2017,1332459537.0,152.0,Star Wars: The Last Jedi,7.0,9926.0
55000000.0,"['Drama', 'Romance']",341174.0,Fifty Shades Darker,12.277,"['Universal Pictures', 'Perfect World Pictures', 'Michael De Luca Productions', 'Dentsu', 'Fuji Television Network']",2017,378827494.0,118.0,Fifty Shades Darker,6.2,4864.0
28000000.0,['Comedy'],431530.0,A Bad Moms Christmas,11.868,"['STX Entertainment', 'Huayi Brothers Media']",2017,130560428.0,104.0,A Bad Moms Christmas,6.3,1265.0
0.0,['Documentary'],438440.0,Dealt,5.526,"['Keep On Running Pictures', 'Ralph Smyth Entertainment', 'White Stone Associates']",2017,30414.0,85.0,Dealt,7.9,16.0
30000000.0,"['Mystery', 'Thriller']",345923.0,All I See Is You,10.031,"['2DUX²', 'SC Films International', 'Wing and a Prayer Pictures', 'LINK Entertainment', 'SC Films Thailand Co.']",2017,646946.0,110.0,All I See Is You,5.0,382.0
30000000.0,"['Drama', 'Horror', 'Mystery']",381283.0,mother!,18.361,['Protozoa Pictures'],2017,44516999.0,121.0,mother!,7.0,4079.0
0.0,"['Drama', 'Comedy']",411741.0,Ingrid Goes West,10.31,"['Neon', 'Star Thrower Entertainment', '141 Entertainment', 'Universal Pictures']",2017,24931915.0,97.0,Ingrid Goes West,6.5,496.0
0.0,['Drama'],383709.0,Wonderstruck,6.171,"['Amazon Studios', 'Cinetic Media', 'FilmNation Entertainment', 'Killer Films', 'Picrow']",2017,1947099.0,115.0,Wonderstruck,6.2,243.0
0.0,"['Mystery', 'Drama']",354285.0,The Sense of an Ending,7.605,"['Origin Pictures', 'BBC Films', 'FilmNation Entertainment']",2017,4842617.0,108.0,The Sense of an Ending,6.2,96.0
38000000.0,"['Action', 'Animation', 'Comedy', 'Family']",268531.0,Captain Underpants: The First Epic Movie,12.483,"['DreamWorks Animation', '20th Century Fox']",2017,125289450.0,89.0,Captain Underpants: The First Epic Movie,6.0,682.0
0.0,['Drama'],411976.0,Novitiate,7.166,['Maven Pictures'],2017,580346.0,123.0,Novitiate,6.6,84.0
100000.0,"['Drama', 'Fantasy', 'Romance']",428449.0,A Ghost Story,8.561,"['Sailor Bear', 'Zero Trans Fat Productions', 'Scared Sheetless']",2017,1596371.0,93.0,A Ghost Story,7.0,1130.0
20000000.0,"['Drama', 'War']",347629.0,Thank You for Your Service,8.499,"['DreamWorks Pictures', 'Amblin Entertainment', 'Dune Films']",2017,9438370.0,109.0,Thank You for Your Service,6.4,169.0
50000000.0,"['Drama', 'History']",446354.0,The Post,13.901,"['20th Century Fox', 'DreamWorks Pictures', 'Reliance Entertainment', 'TSG Entertainment', 'Participant Media', 'Amblin Entertainment', 'Pascal Pictures', 'Star Thrower Entertainment']",2017,174503458.0,116.0,The Post,7.0,2898.0
22000000.0,"['Comedy', 'Family']",417830.0,Diary of a Wimpy Kid: The Long Haul,9.367,['20th Century Fox'],2017,40120144.0,91.0,Diary of a Wimpy Kid: The Long Haul,5.6,237.0
0.0,"['Thriller', 'Drama']",397415.0,Vengeance: A Love Story,10.655,"['Hannibal Classics', 'Patriot Pictures', 'Justice Everywhere Productions', 'Martini Films', 'Saturn Films', 'Detective and the Girl Productions, LLC']",2017,4526.0,99.0,Vengeance: A Love Story,5.5,159.0
28210303.0,"['Thriller', 'Action', 'Mystery']",404733.0,Overdrive,10.249,"['Umedia', 'Kinology', 'Setient Pictures']",2017,7793.0,93.0,Overdrive,6.1,562.0
25000000.0,"['Comedy', 'Drama', 'History']",369192.0,Battle of the Sexes,8.567,"['Fox Searchlight Pictures', 'Decibel Films', 'Cloud Eight Films']",2017,12638526.0,121.0,Battle of the Sexes,6.9,1182.0
177200000.0,"['Adventure', 'Science Fiction', 'Action']",339964.0,Valerian and the City of a Thousand Planets,23.397,"['BNP Paribas', 'Belga Films', 'River Road Entertainment', 'Grive Productions', 'EuropaCorp', 'Universum Film (UFA)', 'Fundamental Films', 'Gulf Film', 'Novo Pictures', 'TF1 Films Production', 'Orange Studio']",2017,225874228.0,136.0,Valerian and the City of a Thousand Planets,6.5,4710.0
40000000.0,"['Adventure', 'Comedy', 'Family']",346648.0,Paddington 2,15.454,"['Heyday Films', 'StudioCanal', 'Anton Capital Entertainment (ACE)', 'Amazon Prime Video', 'Canal+', 'Ciné+', 'Marmalade Films Ltd.']",2017,185847106.0,104.0,Paddington 2,7.5,1079.0
69000000.0,['Comedy'],419680.0,Daddy's Home 2,11.581,"['Red Granite Pictures', 'Gary Sanchez Productions', 'Paramount']",2017,180613180.0,100.0,Daddy's Home 2,6.1,1465.0
18000000.0,"['Drama', 'Thriller', 'Science Fiction']",339988.0,The Circle,17.976,"['Playtone', 'Image Nation', 'Likely Story', 'STX Entertainment']",2017,20497844.0,110.0,The Circle,5.5,3044.0
0.0,"['Drama', 'Romance']",359784.0,Maudie,6.621,"['Landscape Entertainment', 'Screen Door', 'Solo Productions', 'Storyscape Entertainment', 'H Is 4 Productions', 'Painted House Films', 'Rink Rat Productions', 'Small Shack Productions', 'Parallel Films']",2017,6170998.0,115.0,Maudie,7.7,155.0
25000000.0,"['Drama', 'Romance']",257785.0,Tulip Fever,8.641,"['Paramount', 'Ruby Films', 'Worldview Entertainment', 'The Weinstein Company']",2017,3425664.0,107.0,Tulip Fever,6.5,364.0
0.0,"['Comedy', 'Crime']",426272.0,Take Me,6.776,['Duplass Brothers Productions'],2017,2583.0,83.0,Take Me,5.7,92.0
0.0,"['Mystery', 'Horror', 'Thriller']",394830.0,The Crucifixion,9.371,"['The Safran Company', 'Motion Picture Capital', 'Premiere Picture']",2017,6554322.0,90.0,The Crucifixion,5.3,244.0
0.0,['Drama'],336000.0,The Glass Castle,10.778,"['Lionsgate', 'Netter Productions', 'TIK Films']",2017,9705840.0,127.0,The Glass Castle,7.1,415.0
0.0,"['Thriller', 'War', 'Drama']",405775.0,The Wall,8.539,"['Big Indie Pictures', 'Amazon Studios', 'Picrow']",2017,1803009.0,90.0,The Wall,6.1,461.0
40000000.0,"['Family', 'Animation', 'Adventure', 'Comedy']",335777.0,The Nut Job 2: Nutty by Nature,10.720999999999998,"['Gulfstream Pictures', 'Redrover', 'ToonBox Entertainment', 'Open Road Films']",2017,65146020.0,91.0,The Nut Job 2: Nutty by Nature,5.7,238.0
