Name,Distributor,Opening,Budget,Release Date,Running Time,Genres,Widest Release
Saga of Tanya the Evil - The Movie,Fathom Events,0,0,May,1 hr 55 min,Action,518
Starfish,Yellow Veil Pictures,0,0,Mar,1 hr 39 min,Drama,6
The Giant Spider Invasion,Fathom Events,0,0,Aug,1 hr 24 min,Horror,685
Lynryd Skynyrd: Last of the Street Survivors Farewell Tour,Fathom Events,0,0,Nov,1 hr 50 min,Music,0
The Divine Plan,Fathom Events,0,0,Nov,1 hr 45 min,Documentary,0
Whisper of the Heart,Fathom Events,0,0,Jul,1 hr 51 min,Animation,745
INXS: Baby Live at Wembly Stadium,Fathom Events,0,0,Dec,No running time,Genres,516
Neither Wolf Nor Dog,InYo Entertainment,0,0,Jan,1 hr 50 min,Drama,1
Doctor Who: Logopolis,Fathom Events,0,0,Mar,2 hr 24 min,Genres,428
Money,CJ Entertainment,0,0,Mar,1 hr 55 min,Crime,11
Lionel Richie at Glastonbury,Fathom Events,0,0,Nov,1 hr 40 min,Music,288
Vault,Grindstone Entertainment,0,0,Jun,1 hr 39 min,Action,2
Nausicaä of the Valley of the Wind,Fathom Events,0,0,May,1 hr 57 min,Adventure,751
Batman & Robin,Fathom Events,0,125000000,May,2 hr 5 min,Action,429
Blink of an Eye,Fathom Events,0,0,Sep,1 hr 28 min,Documentary,517
Dabangg 3,Yash Raj Films,0,0,Dec,2 hr 40 min,Action,294
Friendsgiving Day #2,Fathom Events,0,0,No,1 hr 50 min,Genres,766
Play the Flute,Five & Two Pictures,0,0,Jan,1 hr 43 min,Drama,11
The Raft,Metrograph Pictures,0,0,Jun,1 hr 37 min,Documentary,8
Hamlet,Fathom Events,0,0,Jul,3 hr 37 min,Drama,572
Duet for Cannibals,Metrograph Pictures,0,0,Nov,1 hr 45 min,Drama,4
Never Surrender: A Galaxy Quest Documentary,Fathom Events,0,0,Nov,1 hr 35 min,Documentary,556
311 Enlarged to Show Detail 3,Trafalgar Releasing,0,0,Mar,2 hr 13 min,Music,239
The Great Alaskan Race,No Distributor,0,0,Oct,1 hr 27 min,Action,447
Kathy Griffin: A Hell of a Story,Fathom Events,0,0,Jul,1 hr 46 min,Comedy,648
Doctor Who: The End of Time: Part One,Fathom Events,0,0,Aug,1 hr,Adventure,745
Colossal Youth,Giant Steps Productions,0,0,Aug,1 hr 38 min,Comedy,1
Buddy,Grasshopper Film,0,0,Mar,1 hr 26 min,Documentary,4
The Final Wish,Fathom Events,0,0,Jan,1 hr 35 min,Horror,150
Relaxer,Oscilloscope,0,0,Mar,1 hr 31 min,Comedy,5
"DCI 2019: Big, Loud & Live 16",Fathom Events,0,0,Aug,No running time,Genres,513
National Theatre Live: Fleabag,Fathom Events,0,0,Nov,1 hr 20 min,Comedy,399
The Twilight Zone: A 60th Anniversary Celebration,Fathom Events,0,0,Nov,3 hr,Drama,677
The Man Who Killed Don Quixote,Screen Media Films,0,0,Apr,2 hr 12 min,Adventure,756
Hyènes,Metrograph Pictures,0,0,Apr,1 hr 50 min,Comedy,4
Made for More,Fathom Events,0,0,Aug,2 hr,Documentary,703
Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson,Fathom Events,0,0,Nov,1 hr 30 min,Adventure,692
Wonders of the Sea,Fathom Events,0,0,Jan,1 hr 22 min,Documentary,266
SGT. Will Gardner,Cinedigm Entertainment Group,0,0,Jan,2 hr 5 min,Action,12
Tito and the Birds,Shout! Factory,0,0,Jan,1 hr 13 min,Action,6
The Game Changers,Fathom Events,0,0,Sep,1 hr 48 min,Documentary,610
El Coyote,Cactus Blue Entertainment,0,0,Oct,1 hr 33 min,Action,297
The Reliant,Fathom Events,0,0,Oct,2 hr 20 min,Action,722
John Fogerty: 50 Year Trip - Live at Red Rocks,Fathom Events,0,0,Nov,1 hr 50 min,Music,459
The Audience,Fathom Events,0,0,Jun,3 hr,Drama,529
Heavy Water,Fathom Events,0,0,Jun,1 hr 24 min,Documentary,284
Margaret Atwood: Live in Cinemas,Fathom Events,0,0,Sep,1 hr 50 min,News,499
I Love Lucy: A Colorized Celebration,Fathom Events,0,0,Aug,2 hr 35 min,Comedy,634
Woodstock,Fathom Events,0,0,Aug,3 hr 4 min,Documentary,781
Kingdom Men Rising,Fathom Events,0,0,Apr,1 hr 33 min,Documentary,705
Tall Tales from the Magical Garden of Antoon Krings,Viva Pictures Distribution,0,0,Jan,1 hr 28 min,Adventure,20
Batman Returns,Fathom Events,0,80000000,May,2 hr 6 min,Action,507
Made in Abyss: Journey's Dawn,Fathom Events,0,0,Mar,2 hr 19 min,Adventure,573
Chonda Pierce: Unashamed,Fathom Events,0,0,May,1 hr 30 min,Documentary,783
Bauhaus Spirit: 100 Years of Bauhaus,Icarus Films,0,0,Feb,1 hr 35 min,Documentary,2
They Shall Not Grow Old,Warner Bros.,0,0,Dec,1 hr 39 min,Documentary,1335
QT8: The First Eight,Fathom Events,0,0,Oct,1 hr 43 min,Documentary,459
Never Look Away,Sony Pictures Classics,0,0,Nov,3 hr 9 min,Drama,122
The Disappearance of My Mother,Kino Lorber,0,0,Dec,1 hr 34 min,Documentary,3
Ploey,Viva Pictures Distribution,0,0,Apr,1 hr 23 min,Adventure,20
What You Gonna Do When the World's on Fire?,KimStim,0,0,Aug,2 hr 3 min,Documentary,1
This Changes Everything,Fathom Events,0,0,Jul,1 hr 36 min,Documentary,367
Mobile Suit Gundam Narrative,Fathom Events,0,0,Feb,1 hr 28 min,Action,449
Bricked,GathrFilms,0,0,Jan,1 hr 32 min,Drama,7
Star Raiders: The Adventures of Saber Raine,Fathom Events,0,0,Jun,1 hr 23 min,Adventure,665
Luzia: Cirque du Soleil in Cinema,Fathom Events,0,0,Oct,1 hr 35 min,Musical,784
Slayer: The Repentless Killogy,Trafalgar Releasing,0,0,Nov,2 hr 11 min,Music,494
Christmas Jars,Fathom Events,0,0,Nov,1 hr 50 min,Drama,789
Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion,Fathom Events,0,0,Jul,1 hr 22 min,Action,614
Gorillaz: Reject False Icons,Trafalgar Releasing,0,0,Dec,1 hr 35 min,Documentary,284
The Tale of The Princess Kaguya,Fathom Events,0,0,Dec,2 hr 17 min,Adventure,737
Octaman,Fathom Events,0,0,Apr,1 hr 19 min,Horror,668
The Cold Blue,Fathom Events,0,0,May,1 hr 41 min,Documentary,702
"Cyrano, My Love",Roadside Attractions,0,0,Feb,1 hr 50 min,Comedy,18
The Muppet Movie,Fathom Events,0,0,Jul,1 hr 35 min,Adventure,727
Palau the Movie,Trafalgar Releasing,0,0,Mar,2 hr,Biography,135
Ballon,Distrib Films,0,0,Sep,2 hr 5 min,Drama,5
Faustina: Love and Mercy,Fathom Events,0,0,Oct,1 hr 47 min,Biography,810
L'héritage de la chouette,Icarus Films,0,0,Nov,5 hr 40 min,Documentary,1
Sound! Euphonium the Movie - Our Promise: A Brand New Day,Fathom Events,0,0,Jul,1 hr 40 min,Animation,445
Cyrano de Bergerac,Fathom Events,0,0,Jan,No running time,Genres,301
Lost & Found,Hyper Film,0,0,Mar,1 hr 36 min,Comedy,6
3 from Hell,Saban Films,0,0,Sep,1 hr 55 min,Horror,667
Fate/stay night [Heaven's Feel] II. lost butterfly,Fathom Events,0,0,Mar,1 hr 57 min,Animation,515
K-12,Abramorama,0,0,Sep,1 hr 36 min,Family,81
