Name,Distributor,Opening,Budget,Release Date,Running Time,Genres,Widest Release
David Crosby: Remember My Name,Sony Pictures Classics,434834,0,Jul,1 hr 35 min,Documentary,67
Extreme Job,CJ Entertainment,425872,0,Jan,1 hr 51 min,Action,26
Where's My Roy Cohn?,Sony Pictures Classics,412024,0,Sep,1 hr 37 min,Documentary,66
Under the Eiffel Tower,The Orchard,395711,0,Feb,1 hr 27 min,Romance,11
Red Joan,IFC Films,389494,0,Apr,1 hr 41 min,Biography,195
Her Smell,Gunpowder & Sky,369413,0,Apr,2 hr 16 min,Drama,69
Fiddler: A Miracle of Miracles,Roadside Attractions,364257,0,Aug,1 hr 37 min,Documentary,77
Ashfall,Capelight Pictures,362012,0,Dec,2 hr 10 min,Action,18
The Nightingale,IFC Films,358822,0,No,2 hr 16 min,Adventure,79
Clemency,Neon,354442,0,Dec,1 hr 52 min,Drama,127
Under the Silver Lake,A24,352702,0,Apr,2 hr 19 min,Crime,2
King of Thieves,Saban Films,350211,0,Jan,1 hr 48 min,Crime,11
Cold Blood,Screen Media Films,345025,0,Jul,1 hr 31 min,Action,25
The Hummingbird Project,The Orchard,342024,0,Mar,1 hr 51 min,Drama,232
Give Me Liberty,Music Box Films,332613,0,Aug,1 hr 50 min,Comedy,18
Exit,CJ Entertainment,324412,0,Aug,1 hr 43 min,Action,19
Transit,Music Box Films,319312,0,Mar,1 hr 41 min,Drama,72
Honeyland,Neon,313812,0,Jul,1 hr 29 min,Documentary,56
Armstrong,Gravitas Ventures,307112,0,Jul,1 hr 40 min,Biography,45
Tigers Are Not Afraid,Variance Films,307106,0,Aug,1 hr 23 min,Fantasy,19
Wild Nights with Emily,Greenwich Entertainment,302093,0,Apr,1 hr 24 min,Comedy,78
Non-Fiction,IFC Films,298532,0,May,1 hr 48 min,Comedy,89
10E,in8 Releasing,288632,0,Sep,No running time,Comedy,2
State Like Sleep,The Orchard,281310,0,Jan,1 hr 44 min,Drama,10
Lords of Chaos,Gunpowder & Sky,276494,0,Feb,1 hr 58 min,Biography,75
Shadow,Well Go USA Entertainment,274744,0,May,1 hr 56 min,Action,53
The Invisibles,Greenwich Entertainment,271644,0,Jan,1 hr 50 min,Biography,19
Long Day's Journey Into Night,Kino Lorber,267463,0,Apr,2 hr 18 min,Drama,24
Hail Satan?,Magnolia Pictures,264963,0,Apr,1 hr 35 min,Documentary,67
Burning,Well Go USA Entertainment,261302,0,Oct,2 hr 28 min,Drama,27
Peterloo,Amazon Studios,260023,0,Apr,2 hr 34 min,Drama,92
Police Story,Janus Films,255915,0,Feb,1 hr 40 min,Action,7
Downtown 81,Metrograph Pictures,252081,0,Oct,1 hr 12 min,Comedy,8
Capernaum,Sony Pictures Classics,249883,0,Dec,2 hr 6 min,Drama,136
Aquarela,Sony Pictures Classics,247535,0,Aug,1 hr 30 min,Documentary,69
Diane,IFC Films,244673,0,Mar,1 hr 35 min,Drama,64
El Angel,The Orchard,233482,0,Nov,1 hr 58 min,Biography,11
Before You Know It,1091 Media,230863,0,Aug,1 hr 38 min,Comedy,31
Birds of Passage,The Orchard,230822,0,Feb,2 hr 5 min,Crime,97
War and Peace,Janus Films,229761,0,Feb,7 hr 2 min,Drama,3
The World Before Your Feet,Greenwich Entertainment,224822,0,Nov,1 hr 35 min,Documentary,11
Slut in a Good Way,Comedy Dynamics,215677,0,Mar,1 hr 29 min,Comedy,7
Slaughterhouse Rulez,Sony Pictures Releasing,214510,0,May,1 hr 44 min,Action,10
Babylon,Kino Lorber,212141,0,Mar,1 hr 35 min,Drama,9
Take Point,CJ Entertainment,211892,0,Dec,1 hr 59 min,Action,25
The Cave,National Geographic Entertainment,211852,0,Oct,1 hr 47 min,Documentary,10
First Love,Well Go USA Entertainment,211512,0,Sep,1 hr 48 min,Comedy,40
One Child Nation,Amazon Studios,205232,0,No,1 hr 28 min,Documentary,36
1945,Menemsha Films,203652,0,Nov,1 hr 31 min,Drama,19
Family,The Film Arcade,195863,0,Apr,1 hr 25 min,Comedy,107
The Kingmaker,Greenwich Entertainment,195232,0,Nov,1 hr 41 min,Documentary,18
Mike Wallace Is Here,Magnolia Pictures,194373,0,Jul,1 hr 30 min,Biography,39
Frankie,Sony Pictures Classics,194354,0,Oct,1 hr 40 min,Drama,117
Sword of Trust,IFC Films,193322,0,Jul,1 hr 28 min,Comedy,78
Jay Myself,Oscilloscope,189091,0,Jul,1 hr 19 min,Biography,17
Cunningham,Magnolia Pictures,184224,0,Dec,1 hr 33 min,Biography,23
Woman at War,Magnolia Pictures,183705,0,Mar,1 hr 41 min,Adventure,66
The Tomorrow Man,Bleecker Street Media,182814,0,May,1 hr 34 min,Drama,207
The Wedding Guest,IFC Films,182664,0,Mar,1 hr 36 min,Thriller,96
Miles Davis: Birth of the Cool,Abramorama,182581,0,Aug,1 hr 55 min,Biography,31
Meeting Gorbachev,1091 Media,181282,0,May,1 hr 30 min,Biography,42
The Brink,Magnolia Pictures,180634,0,Mar,1 hr 31 min,Documentary,124
A Bigger Splash,Metrograph Pictures,180001,0,Jun,1 hr 46 min,Biography,11
Synonyms,Kino Lorber,178912,0,Oct,2 hr 3 min,Comedy,13
Hesburgh,Music Box Films,170092,0,No,1 hr 46 min,Documentary,36
Mapplethorpe,The Samuel Goldwyn Company,170003,0,Mar,1 hr 42 min,Biography,19
Being Frank,The Film Arcade,163923,0,Jun,1 hr 49 min,Comedy,13
Cliffs of Freedom,Round Hill Media,163506,0,Mar,2 hr 17 min,Drama,10
Anthropocene: The Human Epoch,Kino Lorber,160387,0,Sep,1 hr 27 min,Documentary,110
Mr. Klein,Rialto Pictures,159151,0,Sep,2 hr 3 min,Crime,6
The Mountain,Kino Lorber,157852,0,Jul,1 hr 46 min,Drama,15
Ms. Purple,Oscilloscope,157341,0,Sep,1 hr 27 min,Drama,23
Killer Unicorn,Indican Pictures,155155,0,Jun,1 hr 14 min,Horror,5
High on the Hog,Indican Pictures,151255,0,Apr,1 hr 25 min,Action,6
Miss & Mrs. Cops,CJ Entertainment,150732,0,May,1 hr 47 min,Action,9
Studio 54,Zeitgeist Films,149091,0,Oct,1 hr 38 min,Documentary,14
Tea With the Dames,IFC Films,147771,0,Sep,1 hr 24 min,Documentary,71
The Other Story,Strand Releasing,141635,0,Jun,1 hr 52 min,Drama,11
63 Up,BritBox,139561,0,Nov,3 hr,Documentary,28
Sunset,Sony Pictures Classics,138463,0,Mar,2 hr 22 min,Drama,37
Patrick the Pug,Independent,137810,0,Feb,1 hr 34 min,Comedy,100
This One's for the Ladies,Super,136881,0,Jun,1 hr 22 min,Documentary,21
Who Will Write Our History,Abramorama,133901,0,Jan,1 hr 35 min,Documentary,6
Them That Follow,1091 Media,131373,0,Aug,1 hr 38 min,Drama,195
Giant Little Ones,Vertical Entertainment,130421,0,Mar,1 hr 33 min,Drama,32
Dogman,Magnolia Pictures,130133,0,Apr,1 hr 43 min,Crime,12
Wings of Desire,Janus Films,128851,0,Oct,2 hr 8 min,Drama,4
Heading Home: The Tale of Team Israel,Menemsha Films,126781,0,Dec,1 hr 27 min,Comedy,7
Rojo,Distrib Films,124792,0,Jul,1 hr 49 min,Drama,7
Varda by Agnès,Janus Films,123902,0,Nov,1 hr 55 min,Biography,10
Making Waves: The Art of Cinematic Sound,Matson Films,123483,0,Oct,1 hr 34 min,Documentary,11
The Divine Move 2: The Wrathful,CJ Entertainment,122692,0,Nov,1 hr 46 min,Action,10
The Chaperone,PBS Distribution,121502,0,Mar,1 hr 43 min,Drama,128
Sympathy for the Devil,eOne Entertainment,121446,0,Nov,1 hr 40 min,War,8
Union,Indican Pictures,119004,0,Aug,2 hr 15 min,Drama,6
Halston,The Orchard,116431,0,May,1 hr 45 min,Biography,30
Zilla and Zoe,Indican Pictures,113924,0,May,1 hr 44 min,Comedy,5
The Heiresses,Distrib Films,113042,0,Jan,1 hr 38 min,Drama,6
A Tuba to Cuba,Blue Fox Entertainment,112702,0,Feb,1 hr 22 min,Documentary,16
CatVideoFest,Oscilloscope,112691,0,Feb,1 hr 10 min,Reality-TV,103
The Samuel Project,in8 Releasing,110872,0,Sep,1 hr 32 min,Drama,2
An Elephant Sitting Still,KimStim,108541,0,Mar,3 hr 50 min,Drama,2
Paris Is Burning,Janus Films,108391,500000,Jun,1 hr 11 min,Documentary,6
Walking on Water,Kino Lorber,106542,0,May,1 hr 45 min,Adventure,9
Citizen K,Greenwich Entertainment,105711,0,Nov,2 hr 6 min,Documentary,15
The Proposal,Oscilloscope,104491,0,May,1 hr 26 min,Documentary,6
The Spy Behind Home Plate,Ciesla Foundation,102501,0,May,1 hr 41 min,Documentary,31
Owaranai hito: Miyazaki Hayao,GKIDS,102384,0,Dec,1 hr 10 min,Biography,377
The Reports on Sarah and Saleem,Dada Films,101024,0,Jun,2 hr 7 min,Crime,11
Mister America,Magnolia Pictures,100902,0,Oct,1 hr 29 min,Comedy,125
End of the Century,The Cinema Guild,100631,0,Aug,1 hr 24 min,Drama,6
Chasing Einstein,Atlas Distribution Company,97084,0,Sep,1 hr 22 min,Documentary,4
Fantastic Fungi,Area 23a,94191,0,Sep,1 hr 21 min,Documentary,37
Mickey and the Bear,Utopia,93751,0,Nov,1 hr 28 min,Drama,22
For Sama,PBS Distribution,93503,0,Jul,1 hr 40 min,Documentary,4
Greener Grass,IFC Films,93052,0,Oct,1 hr 35 min,Comedy,36
For Those Who Don't Read Me,Entertainment One,92635,0,Nov,1 hr 47 min,Drama,6
"Iyengar: The Man, Yoga, and the Student's Journey",Kino Lorber,92481,0,Apr,1 hr 47 min,Documentary,11
Christ Stopped at Eboli,Rialto Pictures,90061,0,Apr,2 hr 30 min,Drama,3
Edie,Music Box Films,88017,0,Sep,1 hr 42 min,Drama,11
The Return of Martin Guerre,Cohen Media Group,86822,0,Jul,2 hr 2 min,Biography,2
Jim Allison: Breakthrough,Dada Films,86793,0,Sep,1 hr 30 min,Documentary,10
"Hale County This Morning, This Evening",The Cinema Guild,86402,0,Sep,1 hr 16 min,Documentary,8
The Battle of Jangsari,Well Go USA Entertainment,85522,0,Oct,1 hr 44 min,Action,20
To Dust,Good Deed Entertainment,84961,0,Feb,1 hr 45 min,Comedy,23
Pasolini,Kino Lorber,83621,0,May,1 hr 24 min,Biography,4
Maze,Lightyear Entertainment,83082,0,Mar,1 hr 32 min,Crime,9
I Am Not A Witch,Film Movement,82522,0,Sep,1 hr 33 min,Drama,8
Recorder: The Marion Stokes Project,Zeitgeist Films,82161,0,Nov,1 hr 27 min,Documentary,5
Woodstock,PBS Distribution,81502,0,May,1 hr 46 min,Documentary,11
Journey to the South Pacific,IMAX,81371,0,Nov,40 min,Documentary,19
Invisible Life,Amazon Studios,81272,0,Dec,2 hr 19 min,Drama,18
Kind Hearts and Coronets,Rialto Pictures,80041,0,Nov,1 hr 46 min,Comedy,3
Filmworker,Kino Lorber,79841,0,May,1 hr 34 min,Biography,17
The Silence of Others,Argot Pictures,78681,0,May,1 hr 36 min,Documentary,6
The All Americans,Abramorama,78053,0,Nov,No running time,Adult,5
Girls of the Sun,Cohen Media Group,78018,0,Apr,1 hr 55 min,Drama,11
By the Grace of God,Music Box Films,77652,0,Oct,2 hr 17 min,Crime,11
The Quiet One,IFC Films,76956,0,Jun,1 hr 38 min,Documentary,13
Last Year at Marienbad,Janus Films,76441,0,May,1 hr 34 min,Drama,5
Chef Flynn,Kino Lorber,75091,0,Nov,1 hr 22 min,Documentary,10
Sauvage / Wild,Strand Releasing,74401,0,Apr,1 hr 39 min,Drama,7
Chained for Life,Kino International,74152,0,Sep,1 hr 31 min,Drama,3
A Faithful Man,Kino Lorber,73211,0,Jul,1 hr 15 min,Comedy,6
American Dharma,Utopia,72871,0,Nov,1 hr 35 min,Biography,11
Papi Chulo,Blue Fox Entertainment,72572,0,Jun,1 hr 38 min,Comedy,16
The Queen,Kino Lorber,71731,0,Jun,1 hr 8 min,Documentary,7
"Love, Antosha",Lurker Films,71501,0,Aug,1 hr 32 min,Biography,10
3 Faces,Kino Lorber,70651,0,Mar,1 hr 40 min,Drama,7
Framing John DeLorean,IFC Films,69911,0,Jun,1 hr 49 min,Biography,28
The Etruscan Smile,Lightyear Entertainment,67294,0,Nov,1 hr 47 min,Drama,4
Sorry Angel,Strand Releasing,65591,0,Feb,2 hr 12 min,Drama,4
Life and Nothing More,CFI Releasing,65366,0,Oct,1 hr 54 min,Drama,6
Diamantino,Kino Lorber,64121,0,May,1 hr 36 min,Comedy,5
Nureyev: Lifting the Curtain,CineLife Entertainment,63625,0,Apr,1 hr 49 min,Documentary,18
One Cut of the Dead,Variance Films,63602,0,Sep,1 hr 36 min,Comedy,7
What Is Democracy?,Zeitgeist Films,62841,0,Jan,1 hr 47 min,Documentary,6
The Nun,Rialto Pictures,62731,0,Jan,2 hr 20 min,Drama,5
Too Late to Die Young,KimStim,61961,0,May,1 hr 50 min,Drama,4
Carmine Street Guitars,Abramorama,60901,0,Apr,1 hr 20 min,Documentary,5
Tyrel,Magnolia Pictures,60595,0,Dec,1 hr 26 min,Comedy,5
"Ruben Brandt, Collector",Sony Pictures Classics,60361,0,Feb,1 hr 36 min,Action,43
Wrestle,Oscilloscope,60271,0,Feb,1 hr 36 min,Documentary,5
The Meanest Man in Texas,Ammo Content,57503,0,May,1 hr 45 min,Biography,3
Buñuel in the Labyrinth of the Turtles,GKIDS,56912,0,Aug,1 hr 20 min,Animation,8
Asako I & II,Grasshopper Film,56902,0,May,1 hr 59 min,Drama,3
Joseph Pulitzer: Voice of the People,First Run,56861,0,Mar,1 hr 24 min,Documentary,5
Los Reyes,Grasshopper Film,56612,0,Aug,1 hr 18 min,Documentary,4
Touch Me Not,Kino Lorber,56161,0,Jan,2 hr 3 min,Drama,1
The White Sheik,Rialto Pictures,55621,0,Dec,1 hr 26 min,Comedy,3
Hotel by the River,The Cinema Guild,55341,0,Feb,1 hr 36 min,Drama,4
The Chambermaid,Kino Lorber,54901,0,Jun,1 hr 42 min,Drama,5
Spiral Farm,Indican Pictures,54753,0,Dec,1 hr 25 min,Drama,3
The Sound of Silence,IFC Films,54492,0,Sep,1 hr 25 min,Drama,31
Daughter of Mine,Strand Releasing,54472,0,Feb,1 hr 37 min,Drama,2
Moonlight Sonata: Deafness in Three Movements,Abramorama,54241,0,Sep,1 hr 30 min,Documentary,12
Becoming Astrid,Music Box Films,53613,0,Nov,2 hr 3 min,Biography,16
Loro,IFC Films,53171,0,Sep,2 hr 31 min,Biography,11
Cracked Up,Abramorama,53101,0,Sep,1 hr 35 min,Documentary,1
Ramen Shop,Strand Releasing,53032,0,Mar,1 hr 29 min,Drama,10
Hollywould,Indican Pictures,52902,0,Nov,1 hr 30 min,Crime,2
Redoubt,Grasshopper Film,52531,0,Nov,2 hr 14 min,Drama,3
Chokehold,Ammo Content,52003,0,Mar,1 hr 38 min,Action,3
"Monrovia, Indiana",Zipporah Films,51721,0,Oct,2 hr 23 min,Documentary,14
Quartet,Cohen Media Group,51501,0,May,1 hr 41 min,Drama,1
Detour,Janus Films,51271,0,Nov,1 hr 8 min,Crime,1
Celebration,KimStim,50341,0,Oct,1 hr 14 min,Documentary,1
Streetwise,Janus Films,50061,0,Jul,1 hr 31 min,Documentary,1
If the Dancer Dances,Monument Releasing,50001,0,Apr,1 hr 30 min,Documentary,6
"No Date, No Signature",Distrib Films,49933,0,Aug,1 hr 39 min,Drama,3
Desolation Center,Matson Films,49383,0,Sep,1 hr 33 min,Documentary,10
The Wild Pear Tree,The Cinema Guild,49231,0,Jan,3 hr 8 min,Drama,5
My Son,Cohen Media Group,47503,0,May,1 hr 24 min,Drama,5
Knife + Heart,Altered Innocence,47282,0,Mar,1 hr 42 min,Drama,6
Light from Light,Grasshopper Film,47192,0,Nov,1 hr 22 min,Drama,5
Before Stonewall,First Run,45881,0,Jun,1 hr 27 min,Documentary,2
The Plagiarists,KimStim,45771,0,Jun,1 hr 16 min,Drama,1
Rapid Response,Atlas Distribution Company,44978,0,Sep,1 hr 39 min,Documentary,10
Un traductor,Film Movement,44121,0,Oct,1 hr 47 min,Drama,2
Fritz Lang's Indian Epic,Film Movement,44011,0,Sep,3 hr 23 min,Genres,1
Imprisoned,Cinema Libre Studio,43811,0,Sep,1 hr 44 min,Drama,2
Round of Your Life,Ammo Content,43364,0,Jun,1 hr 31 min,Family,9
Sicilian Ghost Story,Strand Releasing,43241,0,Nov,2 hr 2 min,Crime,3
Gift,Matson Films,42552,0,Oct,1 hr 30 min,Documentary,10
The Cat Rescuers,Balcony Releasing,42523,0,Jul,1 hr 27 min,Documentary,3
"Leaving Home, Coming Home: A Portrait of Robert Frank",Greenwich Entertainment,42481,0,May,1 hr 25 min,Documentary,3
Gregory's Girl,Film Movement,41851,0,Oct,1 hr 31 min,Comedy,1
Kaili Blues,Grasshopper Film,41641,0,May,1 hr 53 min,Drama,4
The Sower,Film Movement,41282,0,Mar,1 hr 38 min,Drama,5
The Charmer,Film Movement,41281,0,Dec,1 hr 40 min,Drama,3
The Load,Grasshopper Film,40941,0,Aug,1 hr 38 min,Drama,2
Britt-Marie Was Here,Cohen Media Group,40903,0,Sep,1 hr 37 min,Comedy,11
Yomeddine,Strand Releasing,40134,0,May,1 hr 37 min,Adventure,4
Senso,Rialto Pictures,39841,0,Oct,2 hr 3 min,Drama,2
Olivia,Icarus Films,39483,0,Aug,1 hr 35 min,Drama,3
Beloved Beast,Indican Pictures,38943,0,Oct,2 hr 53 min,Horror,3
The Hottest August,Grasshopper Film,38832,0,Nov,1 hr 34 min,Documentary,2
Working Woman,Zeitgeist Films,38752,0,Mar,1 hr 33 min,Drama,7
Virginia Minnesota,Indican Pictures,38442,0,Mar,1 hr 38 min,Comedy,2
Made Me Do It,Indican Pictures,38422,0,Apr,1 hr 30 min,Drama,2
Grateful Dead Meet-Up 2019,Trafalgar Releasing,37864,0,Aug,2 hr,Documentary,503
Ode to Joy,IFC Films,35682,0,Aug,1 hr 37 min,Comedy,16
Midnight Traveler,Oscilloscope,35491,0,Sep,1 hr 28 min,Documentary,7
Chulas Fronteras,Argot Pictures,35481,0,Jun,58 min,Documentary,1
The Gospel of Eureka,Kino Lorber,35171,0,Feb,1 hr 15 min,Documentary,3
Ferrante Fever,Greenwich Entertainment,35091,0,Mar,1 hr 14 min,Documentary,3
An Acceptable Loss,IFC Films,34471,0,Jan,1 hr 42 min,Drama,25
Styx,Film Movement,34201,0,Feb,1 hr 34 min,Drama,17
Vita & Virginia,IFC Films,34081,0,Aug,1 hr 50 min,Biography,32
Intuitions,Indican Pictures,34073,0,Oct,1 hr 30 min,Romance,3
The Perfect Race,Five & Two Pictures,34001,0,Oct,No running time,Drama,2
Tremors,Film Movement,33404,0,Nov,1 hr 47 min,Drama,6
The Third Wife,Film Movement,33391,0,May,1 hr 36 min,Drama,8
The Ground Beneath My Feet,Strand Releasing,32951,0,Jul,1 hr 48 min,Drama,4
Frantz Fanon: Black Skin White Mask,Film Movement,32781,0,Mar,1 hr 10 min,Biography,1
Shooting the Mafia,Cohen Media Group,32512,0,Nov,1 hr 34 min,Biography,3
Dying to Survive,China Lion Film Distribution,32382,0,Aug,1 hr 57 min,Comedy,2
Be Natural: The Untold Story of Alice Guy-Blaché,Zeitgeist Films,32371,0,Apr,1 hr 43 min,Documentary,14
Suburban Birds,The Cinema Guild,32071,0,Apr,1 hr 58 min,Drama,3
When Lambs Become Lions,Oscilloscope,31551,0,Nov,1 hr 19 min,Documentary,2
Horn from the Heart: The Paul Butterfield Story,Abramorama,30861,0,Oct,1 hr 35 min,Biography,2
Frank and Ava,Hannover House,30801,0,Dec,1 hr 50 min,Biography,3
Midnight Family,1091 Media,30301,0,Dec,1 hr 21 min,Action,13
Our Time,Monument Releasing,30001,0,Jun,2 hr 57 min,Drama,4
"Phoenix, Oregon",Joma Films,29811,0,May,1 hr 48 min,Comedy,6
Rosie,Blue Fox Entertainment,29422,0,Jul,1 hr 26 min,Drama,2
The Gliksmans,Indican Pictures,29223,0,Sep,1 hr 12 min,Comedy,3
Piranhas,Music Box Films,28981,0,No,1 hr 45 min,Crime,10
White Snake,GKIDS,27911,0,Nov,1 hr 39 min,Action,21
Grass,The Cinema Guild,27741,0,Apr,1 hr 6 min,Drama,2
Postcards from London,Strand Releasing,26861,0,Nov,1 hr 30 min,Drama,1
The Spanish Prisoner,Ammo Content,26791,0,Apr,1 hr 50 min,Drama,1
Mother of a Day,Sumbadhat Productions,26721,0,May,1 hr 15 min,Family,1
16 Bars,Lightyear Entertainment,26621,0,Nov,1 hr 34 min,Documentary,4
The Miracle of the Little Prince,Film Movement,26431,0,Aug,1 hr 29 min,Documentary,1
Genesis,Film Movement,25851,0,Aug,2 hr 9 min,Drama,2
Rush: Cinema Strangiato 2019,Trafalgar Releasing,25801,0,Aug,2 hr,Music,494
Ága,Big World Pictures,25531,0,Sep,1 hr 36 min,Drama,3
Off Season,Indican Pictures,25362,0,Mar,1 hr 26 min,Drama,2
Crown Vic,Screen Media Films,24681,0,Nov,1 hr 50 min,Action,1
Wallflower,Passion River,23781,0,Oct,1 hr 24 min,Crime,7
The Eyes of Orson Welles,Janus Films,23721,0,Mar,1 hr 55 min,Documentary,2
I Lost Albert,Distrib Films,23541,0,Oct,1 hr 40 min,Comedy,1
La Flor,Grasshopper Film,23081,0,Aug,13 hr 28 min,Drama,1
The Golden Glove,Strand Releasing,23005,0,Sep,1 hr 55 min,Crime,5
"Cassandro, The Exotico!",Film Movement,22691,0,Jul,1 hr 13 min,Documentary,4
General Magic,Gravitas Ventures,22675,0,May,1 hr 33 min,Documentary,5
Rottentail,Ammo Content,22563,0,Apr,1 hr 46 min,Comedy,3
Malek,Entertainment One,22263,0,Jan,1 hr 35 min,Drama,4
Liyana,Abramorama,21601,0,Oct,1 hr 17 min,Animation,4
Série noire,Rialto Pictures,20881,0,Sep,1 hr 51 min,Crime,1
I Do Not Care If We Go Down in History as Barbarians,Big World Pictures,20831,0,Jul,2 hr 20 min,Comedy,2
Narcissister Organ Player,Film Movement,19831,0,Nov,1 hr 31 min,Documentary,4
I'll Take Your Dead,Breakthrough Entertainment Inc.,19634,0,Jul,1 hr 23 min,Horror,5
To Be of Service,First Run,19041,0,Nov,1 hr 28 min,Documentary,1
Ballet Blanc,Indican Pictures,18942,0,Nov,1 hr 29 min,Drama,2
Funan,GKIDS,18711,0,Jun,1 hr 24 min,Animation,5
The Last Resort,Kino Lorber,18441,0,Dec,1 hr 10 min,Documentary,13
The Woman Who Loves Giraffes,Zeitgeist Films,18102,0,Oct,2 hr 3 min,Documentary,22
Crepitus,Indican Pictures,17901,0,Oct,1 hr 23 min,Horror,2
Body at Brighton Rock,Magnolia Pictures,17328,0,Apr,1 hr 27 min,Horror,9
Free Trip to Egypt,Independent,17181,0,May,1 hr 38 min,Adventure,5
Chasing Portraits,First Run,17081,0,Apr,1 hr 18 min,Documentary,1
Angels Are Made Of Light,Grasshopper Film,17071,0,Jul,1 hr 57 min,Documentary,2
Another Day of Life,GKIDS,16912,0,Sep,1 hr 25 min,Animation,2
Little Q,Well Go USA Entertainment,16521,0,Dec,1 hr 47 min,Drama,1
The Fate of Lee Khan,Film Movement,16481,0,Apr,1 hr 45 min,Action,3
TINY: The Life of Erin Blackwell,Janus Films,16311,0,Jul,1 hr 27 min,Documentary,1
Game Day,Ammo Content,16244,0,Oct,1 hr 41 min,Comedy,4
Stuffed,Music Box Films,16021,0,Oct,1 hr 24 min,Documentary,3
American Playhouse: The Killing Floor,Film Movement,15831,0,Nov,1 hr 58 min,Comedy,1
Three Peaks,Greenwich Entertainment,14191,0,Jun,1 hr 34 min,Drama,7
At War,Cinema Libre Studio,14051,0,Jul,1 hr 53 min,Drama,1
Over the Limit,Film Movement,14021,0,Oct,1 hr 14 min,Documentary,2
Iceman,Film Movement,13727,0,Mar,1 hr 36 min,Drama,7
Back to the Fatherland,First Run,13121,0,Jun,1 hr 17 min,Documentary,1
The Hours and Times,Oscilloscope,12731,0,Mar,57 min,Drama,1
Zen for Nothing,Zeitgeist Films,12682,0,Mar,1 hr 40 min,Documentary,4
I'm Leaving Now,The Cinema Guild,12551,0,Sep,1 hr 14 min,Documentary,1
A Fish in the Bathtub,Cohen Media Group,12373,0,Nov,1 hr 36 min,Comedy,3
Joan the Maid 1: The Battles,Cohen Media Group,12291,0,Aug,2 hr 40 min,Biography,1
Serendipity,Cohen Media Group,11562,0,Oct,1 hr 14 min,Documentary,2
The Garden,Kino Lorber,11411,0,May,1 hr 32 min,Drama,1
100 Acres of Hell,Indican Pictures,9971,0,Oct,1 hr 25 min,Action,1
This Magnificent Cake!,GKIDS,9911,0,Mar,44 min,Animation,2
In the Aisles,Music Box Films,9221,0,Jun,2 hr 5 min,Drama,6
The Kindness of Strangers,eOne Entertainment,8393,0,Dec,1 hr 52 min,Drama,3
Jihadists,Cinema Libre Studio,8241,0,Jan,1 hr 15 min,Documentary,1
The Untold Story,Ammo Content,7901,0,Jan,1 hr 44 min,Comedy,1
Okko's Inn,GKIDS,7631,0,Apr,1 hr 34 min,Adventure,465
Return of the Hero,Distrib Films,7611,0,Aug,1 hr 30 min,Comedy,3
"One Nation, One King",Distrib Films,5951,0,Feb,2 hr 1 min,Drama,5
Henchmen,Entertainment One,5803,0,Dec,1 hr 29 min,Animation,3
Love Goes Public,Aspiration Entertainment,5700,0,Oct,1 hr 8 min,Documentary,0
Chinese Portrait,The Cinema Guild,5461,0,Dec,1 hr 19 min,Documentary,2
The Wandering Soap Opera,The Cinema Guild,5121,0,May,1 hr 20 min,Comedy,2
A German Youth,Big World Pictures,4161,0,Oct,1 hr 33 min,Documentary,1
Free Trip to Egypt,Fathom Events,4081,0,Jun,1 hr 38 min,Adventure,447
In Safe Hands,Distrib Films,3481,0,Jul,1 hr 50 min,Drama,1
Of Fathers and Sons,Kino Lorber,3401,0,Nov,1 hr 39 min,Documentary,6
Around India with a Movie Camera,Icarus Films,1831,0,Nov,1 hr 12 min,Documentary,1
Going Attractions: The Definitive Story of the Movie Palace,Passion River,803,0,Oct,1 hr 24 min,Documentary,6
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,FUNimation Entertainment,0,0,Aug,1 hr 40 min,Animation,30
Khalid: Free Spirit,Trafalgar Releasing,0,0,Apr,45 min,Drama,382
The Cranes Are Flying,Janus Films,0,0,Jul,1 hr 35 min,Drama,2
That Part Feeling - the Universe of Arvo Part,Film Movement,0,0,Jun,1 hr 15 min,Documentary,3
Between the Lines,Cohen Media Group,0,0,Feb,1 hr 41 min,Comedy,18
What We Left Behind: Star Trek DS9,Fathom Events,0,0,May,1 hr 56 min,Documentary,795
Vision Portraits,Stimulus Pictures,0,0,Aug,1 hr 18 min,Documentary,3
Ghost Fleet,Abramorama,0,0,Jun,1 hr 30 min,Documentary,7
42nd Street: The Musical,Fathom Events,0,0,May,2 hr 35 min,Musical,515
"Diana Ross: Her Life, Love and Legacy",Fathom Events,0,0,Mar,2 hr 40 min,Genres,623
Indian Horse,Elevation Pictures,0,0,Apr,1 hr 41 min,Drama,9
ZZ Top: That Little Ol' Band from Texas,Abramorama,0,0,Aug,1 hr 31 min,Biography,8
Stockholm,Smith Global Media,0,0,Apr,1 hr 32 min,Biography,122
Millennium Actress,Fathom Events,0,0,Aug,1 hr 27 min,Animation,512
Galapagos,IMAX,0,0,Oct,39 min,Documentary,14
The Competition,Metrograph Pictures,0,0,Feb,2 hr 1 min,Documentary,7
Black Mother,Grasshopper Film,0,0,Mar,1 hr 17 min,Documentary,4
A Silent Voice: The Movie,Fathom Events,0,0,Jan,2 hr 10 min,Animation,581
You Are Here: A Come From Away Story,Fathom Events,0,0,Sep,1 hr 24 min,Documentary,781
Josh Groban Bridges from Madison Square Garden,Trafalgar Releasing,0,0,Feb,No running time,Genres,390
